"houseCode","title","rentYuanPerMonth","district","businessArea","community","area","orientation","layout","floor","tags","brand","maintenance","detailUrl","coverUrl","photoCount","photoStatus","photoUrls","photoError","listPageUrl","page","collectedAt"
"BJ2056048275772932096","整租·南沙滩小区 2室1厅 东/西","8400","朝阳区","南沙滩","南沙滩小区","76.12㎡","东 西","2室1厅1卫","低楼层 （22层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2056048275772932096.html","https://ke-image.ljcdn.com/lease-image/house/1a9564ea-2650-4ecf-ae3c-df3fabdea602.jpg.250x182.jpg","9","multi","https://ke-image.ljcdn.com/lease-image/house/4e775407-04d4-4153-9bf0-461832f9eb30.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/1a9564ea-2650-4ecf-ae3c-df3fabdea602.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/6ef6217e-5e01-4715-8e54-9096f61a5e8a.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/8bbc73b4-598b-431b-a579-63d9348107ee.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/7b3cebcb-dd47-49b2-a615-706e61a8e0c0.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/9a73572d-c8e4-4b6f-a7c2-dbf4cfcd78e7.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/06ca5267-5bb3-4b49-add5-66c6fe3e8513.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/a980c369-630d-4971-b214-16704f8941ad.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/36a6a1d0-eff6-408e-bc68-9b74dc2874da.jpg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2058394081670725632","整租·北沙滩小区 2室1厅 南","6500","朝阳区","奥林匹克公园","北沙滩小区","52.48㎡","南","2室1厅1卫","中楼层 （5层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2058394081670725632.html","https://ke-image.ljcdn.com/lease-image/house/d495c53e47589cb30f5ad65deb7e4339.jpeg.250x182.jpg","9","multi","https://ke-image.ljcdn.com/lease-image/house/d495c53e47589cb30f5ad65deb7e4339.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/09d78f745a81c9ad6e481f08cc6285ce.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d08854154ccd769edf46a2c43e7fdd9d.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/899bf2660f473f9438a6694db8571608.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/970ae81c4b0b3de5d270c9b6eb574ada.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/fb82f9178e5771cb10aafb8b437bf2a7.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/37153f55d4ae9d8f0e2158e7a6619a0d.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/499a5fe2a2e64328a2be8a5e78ab5a87.jpeg.780x439.jpg|https://ke-image.ljcdn.com/110000-frame/22532527-4605-4ec9-9666-da766daa66c15.jpg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ1801570673282252800","整租·中和家园 2室1厅 南/北","7600","朝阳区","南沙滩","中和家园","82.59㎡","南 北","2室1厅1卫","低楼层 （7层）","自营|新上|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ1801570673282252800.html","https://ke-image.ljcdn.com/lease-image/house/cd765714039e9078b7ebb8112416b27c.jpeg.250x182.jpg","5","multi","https://ke-image.ljcdn.com/lease-image/house/cd765714039e9078b7ebb8112416b27c.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/83dc12c66890321ed5762cfebbfb3ca0.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/11efd51bbd7d0239a73a5bdca72c5ef9.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/f173a76f9db9eaec3f2f80c79712fc5f.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/4ae0504d11d8faf188876f8b5959a61b.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2192564288445480960","整租·北沙滩小区 3室1厅 南/北","7900","朝阳区","奥林匹克公园","北沙滩小区","79.73㎡","南 北","3室1厅1卫","低楼层 （5层）","自营|近地铁|精装|集中供暖|押一付一|随时看房|首次出租","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2192564288445480960.html","https://ke-image.ljcdn.com/lease-image/house/a73de757b6bc9803c9ef06aaf2034076.jpeg.250x182.jpg","6","multi","https://ke-image.ljcdn.com/lease-image/house/a73de757b6bc9803c9ef06aaf2034076.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/6a814da1be9bc88f75b2396889dd925a.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d5e1b52d4d84a8128c0be1b3740a56c3.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/2d463d33d750898e7dc267f81e0e129c.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/e377d943f49c82e45449bd941d9c499a.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/686c189cc39346da63e08c35fd80b30d.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2198697995027873792","整租·南沙滩小区 2室1厅 南/北","7200","朝阳区","南沙滩","南沙滩小区","66.48㎡","南 北","2室1厅1卫","中楼层 （10层）","自营|近地铁|精装|集中供暖|押一付一|随时看房|首次出租","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2198697995027873792.html","https://ke-image.ljcdn.com/lease-image/house/866ac6680939d1f0a88c8b55e101dd48.jpeg.250x182.jpg","11","multi","https://ke-image.ljcdn.com/lease-image/house/866ac6680939d1f0a88c8b55e101dd48.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/794d47c934170276f5954c0b0ea09c51.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/2cc59cac2e6f34b1881b921a721d9276.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/90a150c839b64cb86d75d6bd6a72563a.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/ff26c00526d17eebf62d452ed308f6e0.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/7c2a6b7452e878f8f58e42417dd321bc.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/b7b83b0599d2428e46dc894bb6135337.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/3e5843ded5667676f16ad4454cd9a9eb.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/2f8ffa8dd1fb6e9e7752444e952ff41f.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d1e812c667af5eefd88f2725ebe4c3f2.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/4f0a62659e65d306ac9f61fca9537871.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ1920032619186094080","整租·南沙滩小区 2室1厅 东/西","6200","朝阳区","南沙滩","南沙滩小区","52.90㎡","东 西","2室1厅1卫","高楼层 （6层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ1920032619186094080.html","https://ke-image.ljcdn.com/lease-image/house/8970b9b28a667eb673313b6352a64cb3.jpeg.250x182.jpg","8","multi","https://ke-image.ljcdn.com/lease-image/house/8970b9b28a667eb673313b6352a64cb3.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/cbaefe713c6e4ca20089bdd893936f42.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/b5504e2b56c5c388e58d19ef1b01dfd7.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/c0bc5143c78ccc274ef712d4a32139c2.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/ddf112eccf97736bb0748f3089e0cccd.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/3c26a3c704ade7ee3c3a99fb454bba9a.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/c2facc837beb8c6cc680611e6310ae88.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/f014d27a127034e0be5b4fcc3b9d5a95.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2166814102536585216","整租·北沙滩小区 2室1厅 南/北","6300","朝阳区","奥林匹克公园","北沙滩小区","52.89㎡","南 北","2室1厅1卫","中楼层 （5层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2166814102536585216.html","https://ke-image.ljcdn.com/lease-image/house/943e6ff10a1acc4ee15e6634df80b32a.jpeg.250x182.jpg","4","multi","https://ke-image.ljcdn.com/lease-image/house/943e6ff10a1acc4ee15e6634df80b32a.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/95a0579bc1b10323748ae9bc7b9410c8.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/df3913c6afd6648fea2eeac2be873303.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/4a700cd032f49267dd09d55665f2626c.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2010990515842973696","整租·北沙滩小区 2室1厅 南","5985","朝阳区","奥林匹克公园","北沙滩小区","51.16㎡","南","2室1厅1卫","高楼层 （5层）","自营|新上|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2010990515842973696.html","https://ke-image.ljcdn.com/lease-image/house/654bdbc35c57658f217e4317ba3be408.jpeg.250x182.jpg","5","multi","https://ke-image.ljcdn.com/lease-image/house/654bdbc35c57658f217e4317ba3be408.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/122b295953e6e7c4a74bc8cc6e7fd53e.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/46674bcc38f7e6fd9f70b8bc0d4e28f3.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d2d3a8998e195a785ce886cbc037039d.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/7d84b39f3e270a735a9dfdad95c2a252.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2191907666660425728","整租·南沙滩小区 2室1厅 南/北","6700","朝阳区","南沙滩","南沙滩小区","68.21㎡","南 北","2室1厅1卫","高楼层 （6层）","自营|新上|近地铁|集中供暖|押一付一|随时看房|首次出租","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2191907666660425728.html","https://ke-image.ljcdn.com/110000-inspection/a1baee66-9e8c-4463-b398-a90121aa59c1.jpg!m_fill,w_250,h_182,l_fbk,o_auto","5","multi","https://ke-image.ljcdn.com/110000-inspection/a1baee66-9e8c-4463-b398-a90121aa59c1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/ba02196c-a6c0-40e3-9f09-36ba05577f26.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/265de8d9-5a83-47ce-9351-d3a3ba64658a.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/200a44a8-52ee-4627-8603-22ec10166f93.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/7ca5414f-0a7c-4325-9581-642aae739aad.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
"BJ2196961860480139264","整租·南沙滩小区 2室1厅 东南/西南","8200","朝阳区","南沙滩","南沙滩小区","69.74㎡","东南 西南","2室1厅1卫","高楼层 （22层）","自营|近地铁|精装|集中供暖|押一付一|随时看房|首次出租","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2196961860480139264.html","https://ke-image.ljcdn.com/lease-image/house/35d0311fe5fa28cdeb49c605b1045f72.jpeg.250x182.jpg","20","multi","https://ke-image.ljcdn.com/lease-image/house/35d0311fe5fa28cdeb49c605b1045f72.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/f46c69bfe2b7e91bd93454f77b4816c8.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/c6bf7beb00fdc5aa903621760b455694.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/5ec07c2a6618981f205de254da680ccd.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/29a2bb2341d01d761febb6509fb19509.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/7714d711f2c7b49d1f847b831d64c27e.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/05ae5784f563f8f425cc80123b764564.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d0d3b93f162af5d00bd8484f9d79b03f.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/b8caf2a0a8aa0f9688526b4646bdf9d4.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/a36242c3fa03e192bb7c77453afdf4d3.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/25f15862b1c9f4dc4ee6f88b66a6b5a9.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/13a09b6e097334ceabdf459a7261a8fe.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/97ff3b513cfdfa48c85ed4e3a0f6ee58.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/0e970596517398248aaab64838b230c1.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/abd37e680baa9474a693bb0d7d2b3aa3.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/009f0a58d54f4d38dd678b130bb49920.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/15eb70d2da16aec084be2dc798f13277.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/d26d1679f7af4c4fed03f39d4e8b9451.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/ef5abc21033901d2e5b59dc755cc0831.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/6e3c6453544e170ee3573b123dc06a9e.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg3rt200600000001l1l2/","3","2026/8/23 17:05:30"
